Transaction_ID,Date,Time,Product_ID,Staff_ID,Customer_ID,Quantity_Sold,Unit_Price,Total_Amount,Payment_Method
TRX_01232,2025-09-09,21:40,127,S03,CUST_153,3,95,285,Cash
TRX_01233,2025-11-15,13:16,124,S04,CUST_177,2,480,960,Visa
TRX_01234,2025-04-29,17:35,117,S04,CUST_165,3,48,144,Cash
TRX_01235,2025-01-24,19:21,109,S04,CUST_162,1,95,95,Cash
TRX_01236,2025-10-08,9:53,105,S05,CUST_103,5,65,325,Cash
TRX_01237,2025-05-19,23:43,120,S03,CUST_101,3,90,270,Cash
TRX_01238,2024-12-15,19:08,112,S02,CUST_083,4,56,224,Cash
TRX_01239,2025-08-28,23:21,130,S01,CUST_043,4,145,580,Cash
TRX_01240,2024-12-25,22:33,120,S02,CUST_199,4,90,360,Cash
TRX_01241,2025-09-07,17:01,140,S01,CUST_004,3,175,525,Cash
TRX_01242,2025-05-27,10:09,115,S05,CUST_013,3,180,540,Cash
TRX_01243,2025-05-19,15:40,141,S01,CUST_021,1,95,95,Cash
TRX_01244,2025-09-15,18:24,123,S04,CUST_062,2,620,1240,Cash
TRX_01245,2025-05-03,20:54,125,S01,CUST_100,1,550,550,Cash
TRX_01246,2025-04-15,15:05,142,S02,CUST_174,1,210,210,Cash
TRX_01247,2025-06-05,16:53,105,S05,CUST_168,2,65,130,App
TRX_01248,2025-08-22,13:11,128,S01,CUST_159,2,110,220,Cash
TRX_01249,2025-03-10,23:05,137,S03,CUST_110,1,320,320,Cash
TRX_01250,2025-08-01,23:32,131,S02,CUST_116,1,85,85,Cash
TRX_01251,2025-08-01,20:55,110,S05,CUST_134,3,105,315,Cash
TRX_01252,2025-02-08,21:55,110,S03,CUST_110,3,105,315,Cash
TRX_01253,2025-11-08,11:13,121,S03,CUST_152,5,85,425,Visa
TRX_01254,2025-06-13,20:55,120,S05,CUST_179,4,90,360,Cash
TRX_01255,2025-05-05,23:02,101,S05,CUST_109,1,45,45,Cash
TRX_01256,2025-01-10,14:29,109,S02,CUST_091,5,95,475,Visa
TRX_01257,2025-08-20,21:42,104,S02,CUST_099,1,42,42,Visa
TRX_01258,2025-09-18,21:19,102,S03,CUST_034,1,55,55,Cash
TRX_01259,2025-05-10,12:12,104,S04,CUST_130,2,42,84,Cash
TRX_01260,2025-05-09,21:28,130,S01,CUST_003,5,145,725,Cash
TRX_01261,2025-02-11,11:17,102,S05,CUST_053,3,55,165,Cash
TRX_01262,2025-09-09,17:06,119,S02,CUST_079,5,25,125,Cash
TRX_01263,2025-09-04,14:17,123,S02,CUST_154,3,620,1860,Cash
TRX_01264,2025-09-16,12:10,114,S05,CUST_119,3,220,660,Cash
TRX_01265,2025-05-19,17:28,141,S02,CUST_189,5,95,475,Cash
TRX_01266,2025-07-26,23:43,107,S04,CUST_066,1,28,28,Cash
TRX_01267,2024-12-24,10:27,113,S01,CUST_058,4,72,288,Cash
TRX_01268,2025-09-26,19:53,122,S02,CUST_130,5,450,2250,Cash
TRX_01269,2025-10-08,14:19,139,S04,CUST_061,4,160,640,Cash
TRX_01270,2025-11-27,21:42,108,S02,CUST_149,2,110,220,Visa
TRX_01271,2025-07-23,18:08,125,S05,CUST_112,1,550,550,Cash
TRX_01272,2025-01-15,16:19,129,S01,CUST_112,4,220,880,Cash
TRX_01273,2025-07-25,12:14,131,S03,CUST_079,4,85,340,Cash
TRX_01274,2025-04-08,23:23,134,S02,CUST_120,5,135,675,Cash
TRX_01275,2025-05-12,16:31,124,S02,CUST_095,3,480,1440,Cash
TRX_01276,2025-01-23,14:30,140,S05,CUST_192,4,175,700,Cash
TRX_01277,2025-04-20,21:22,124,S05,CUST_030,2,480,960,Cash
TRX_01278,2025-08-14,10:25,139,S01,CUST_198,2,160,320,Visa
TRX_01279,2025-05-12,17:41,145,S01,CUST_083,1,50,50,Cash
TRX_01280,2025-08-26,16:25,132,S05,CUST_055,3,20,60,Cash
TRX_01281,2025-10-10,12:35,123,S05,CUST_169,2,620,1240,Cash
TRX_01282,2025-06-11,10:21,124,S02,CUST_182,4,480,1920,Cash
TRX_01283,2025-07-05,21:27,103,S01,CUST_010,5,38,190,Cash
TRX_01284,2025-09-01,20:15,139,S03,CUST_113,3,160,480,Cash
TRX_01285,2025-11-26,18:53,134,S03,CUST_166,1,135,135,Cash
TRX_01286,2025-09-28,16:20,136,S01,CUST_167,5,280,1400,Cash
TRX_01287,2025-02-25,13:25,109,S02,CUST_135,4,95,380,Cash
TRX_01288,2025-11-12,22:38,129,S04,CUST_149,1,220,220,Visa
TRX_01289,2025-05-13,16:41,101,S05,CUST_019,4,45,180,Cash
TRX_01290,2025-03-18,22:08,108,S03,CUST_161,1,110,110,Visa
TRX_01291,2025-02-10,19:09,126,S05,CUST_169,1,390,390,Cash
TRX_01292,2025-06-14,18:36,114,S03,CUST_032,3,220,660,Cash
TRX_01293,2025-11-10,23:20,129,S02,CUST_150,2,220,440,Cash
TRX_01294,2025-07-07,20:58,113,S05,CUST_028,3,72,216,Cash
TRX_01295,2025-09-21,9:39,127,S05,CUST_052,1,95,95,App
TRX_01296,2025-01-31,22:18,113,S02,CUST_046,4,72,288,Cash
TRX_01297,2024-12-24,9:45,140,S03,CUST_131,5,175,875,Cash
TRX_01298,2025-01-22,22:18,123,S02,CUST_126,3,620,1860,Visa
TRX_01299,2025-07-06,20:37,136,S02,CUST_172,2,280,560,Cash
TRX_01300,2025-11-26,15:25,143,S05,CUST_113,3,350,1050,Cash
TRX_01301,2025-03-15,19:11,113,S05,CUST_062,5,72,360,Cash
TRX_01302,2025-09-07,15:53,122,S05,CUST_120,2,450,900,App
TRX_01303,2025-02-13,13:55,133,S02,CUST_141,4,450,1800,Cash
TRX_01304,2024-12-02,10:41,114,S05,CUST_064,2,220,440,Cash
TRX_01305,2025-10-29,15:08,106,S04,CUST_171,4,32,128,Cash
TRX_01306,2025-07-18,23:50,109,S02,CUST_182,4,95,380,Cash
TRX_01307,2025-10-12,11:29,114,S05,CUST_168,4,220,880,Cash
TRX_01308,2025-07-15,15:22,141,S05,CUST_136,5,95,475,Cash
TRX_01309,2025-10-02,9:36,135,S01,CUST_161,4,95,380,Cash
TRX_01310,2025-11-26,17:17,128,S04,CUST_036,2,110,220,Cash
TRX_01311,2025-09-18,14:02,115,S02,CUST_168,5,180,900,App
TRX_01312,2025-08-01,20:23,112,S04,CUST_096,5,56,280,Cash
TRX_01313,2025-11-15,10:09,129,S05,CUST_194,4,220,880,Visa
TRX_01314,2025-04-19,16:33,142,S02,CUST_166,5,210,1050,Cash
TRX_01315,2025-01-11,12:30,133,S03,CUST_051,5,450,2250,Cash
TRX_01316,2025-11-12,19:34,119,S04,CUST_019,1,25,25,Visa
TRX_01317,2025-10-06,9:57,117,S01,CUST_169,3,48,144,Cash
TRX_01318,2025-07-25,16:32,124,S03,CUST_127,1,480,480,App
TRX_01319,2025-05-15,15:22,115,S03,CUST_081,5,180,900,App
TRX_01320,2025-04-24,11:02,140,S04,CUST_094,3,175,525,Cash
TRX_01321,2025-05-01,20:50,112,S04,CUST_010,5,56,280,Cash
TRX_01322,2025-10-15,16:37,140,S02,CUST_041,1,175,175,Cash
TRX_01323,2025-10-29,13:51,128,S04,CUST_015,1,110,110,Visa
TRX_01324,2025-04-22,16:05,109,S05,CUST_028,1,95,95,Cash
TRX_01325,2025-04-18,13:08,136,S03,CUST_198,1,280,280,Cash
TRX_01326,2025-04-07,9:47,132,S04,CUST_126,3,20,60,Cash
TRX_01327,2025-09-25,20:09,133,S03,CUST_061,2,450,900,Cash
TRX_01328,2025-02-24,13:50,123,S02,CUST_072,3,620,1860,Visa
TRX_01329,2025-02-27,21:33,103,S01,CUST_129,4,38,152,Visa
TRX_01330,2025-01-09,11:38,130,S05,CUST_131,3,145,435,App
TRX_01331,2025-08-07,21:26,140,S01,CUST_051,2,175,350,Visa
TRX_01332,2025-10-31,16:46,102,S05,CUST_070,2,55,110,Cash
TRX_01333,2025-09-18,20:53,103,S01,CUST_021,2,38,76,Cash
TRX_01334,2025-01-25,9:10,142,S05,CUST_052,3,210,630,Cash
TRX_01335,2025-04-30,16:47,137,S04,CUST_003,4,320,1280,App
TRX_01336,2025-03-26,15:43,138,S02,CUST_011,5,300,1500,Visa
TRX_01337,2025-04-10,11:33,122,S03,CUST_190,4,450,1800,Visa
TRX_01338,2025-04-23,23:51,117,S03,CUST_093,1,48,48,Cash
TRX_01339,2025-08-25,19:02,138,S04,CUST_025,3,300,900,Cash
TRX_01340,2025-10-19,14:54,127,S05,CUST_090,5,95,475,Cash
TRX_01341,2025-05-17,13:17,126,S04,CUST_084,3,390,1170,Visa
TRX_01342,2025-10-28,18:25,131,S02,CUST_190,3,85,255,Cash
TRX_01343,2025-11-06,18:49,116,S04,CUST_082,2,650,1300,Cash
TRX_01344,2025-11-08,20:11,137,S02,CUST_055,3,320,960,Cash
TRX_01345,2025-11-06,9:53,122,S05,CUST_090,1,450,450,Cash
TRX_01346,2025-01-16,17:06,120,S03,CUST_181,4,90,360,Cash
TRX_01347,2025-03-19,20:18,104,S05,CUST_152,3,42,126,Cash
TRX_01348,2024-12-09,18:05,117,S04,CUST_074,1,48,48,Cash
TRX_01349,2025-10-29,23:53,128,S02,CUST_093,5,110,550,Cash
TRX_01350,2025-10-19,10:45,127,S05,CUST_085,5,95,475,App
TRX_01351,2025-10-02,11:24,136,S02,CUST_163,1,280,280,Cash
TRX_01352,2025-03-01,23:07,129,S05,CUST_140,5,220,1100,Cash
TRX_01353,2025-04-26,16:42,144,S04,CUST_130,3,25,75,App
TRX_01354,2025-04-17,21:27,111,S01,CUST_068,4,140,560,Cash
TRX_01355,2025-04-07,11:49,132,S02,CUST_151,3,20,60,Cash
TRX_01356,2025-06-10,15:21,140,S05,CUST_015,1,175,175,App
TRX_01357,2025-04-11,11:28,131,S01,CUST_159,3,85,255,Cash
TRX_01358,2025-10-05,15:11,128,S02,CUST_041,2,110,220,Cash
TRX_01359,2025-02-08,17:49,112,S01,CUST_120,1,56,56,Cash
TRX_01360,2025-10-22,10:58,114,S01,CUST_024,5,220,1100,Cash
TRX_01361,2025-01-18,9:04,122,S03,CUST_138,3,450,1350,Cash
TRX_01362,2025-07-13,9:57,115,S04,CUST_163,3,180,540,Cash
TRX_01363,2024-12-16,19:24,142,S02,CUST_124,1,210,210,Cash
TRX_01364,2025-06-15,18:00,133,S03,CUST_017,3,450,1350,Cash
TRX_01365,2025-07-29,15:25,140,S05,CUST_076,4,175,700,Visa
TRX_01366,2025-08-30,12:00,113,S03,CUST_031,1,72,72,Cash
TRX_01367,2025-01-28,18:34,134,S03,CUST_182,4,135,540,App
TRX_01368,2025-05-16,19:19,136,S04,CUST_006,3,280,840,Cash
TRX_01369,2025-06-02,17:54,101,S05,CUST_021,1,45,45,App
TRX_01370,2025-07-20,21:49,115,S02,CUST_169,1,180,180,Cash
TRX_01371,2025-02-25,17:02,131,S04,CUST_128,2,85,170,App
TRX_01372,2025-04-29,20:24,111,S01,CUST_142,2,140,280,Visa
TRX_01373,2025-08-03,10:56,142,S02,CUST_076,3,210,630,Cash
TRX_01374,2025-02-06,9:12,106,S05,CUST_119,2,32,64,Cash
TRX_01375,2025-03-29,16:24,144,S04,CUST_178,5,25,125,Cash
TRX_01376,2025-10-22,13:31,110,S03,CUST_151,5,105,525,Cash
TRX_01377,2024-12-05,9:21,145,S01,CUST_048,4,50,200,Cash
TRX_01378,2025-06-22,10:13,126,S01,CUST_073,1,390,390,Visa
TRX_01379,2025-07-19,19:55,129,S01,CUST_101,5,220,1100,Visa
TRX_01380,2025-09-19,12:59,121,S05,CUST_182,2,85,170,Cash
TRX_01381,2025-08-04,19:01,144,S04,CUST_039,2,25,50,Cash
TRX_01382,2024-12-20,12:44,129,S03,CUST_136,5,220,1100,Cash
TRX_01383,2025-02-23,19:03,114,S01,CUST_142,1,220,220,App
TRX_01384,2025-07-18,18:10,145,S03,CUST_002,1,50,50,Visa
TRX_01385,2025-01-20,10:31,109,S01,CUST_185,1,95,95,Cash
TRX_01386,2025-03-19,10:51,131,S01,CUST_050,5,85,425,Cash
TRX_01387,2025-11-09,15:20,140,S02,CUST_180,3,175,525,Cash
TRX_01388,2025-09-02,11:20,141,S05,CUST_124,5,95,475,Visa
TRX_01389,2024-12-20,18:11,103,S04,CUST_005,2,38,76,Cash
TRX_01390,2025-04-16,11:48,104,S04,CUST_069,1,42,42,Cash
TRX_01391,2025-09-06,11:28,123,S04,CUST_174,3,620,1860,Cash
TRX_01392,2024-12-17,11:06,120,S05,CUST_099,5,90,450,Visa
TRX_01393,2025-06-07,21:10,137,S05,CUST_111,5,320,1600,Cash
TRX_01394,2025-01-07,9:00,104,S03,CUST_118,4,42,168,Cash
TRX_01395,2025-11-23,19:37,111,S01,CUST_150,1,140,140,Visa
TRX_01396,2025-11-17,21:50,129,S04,CUST_094,4,220,880,Visa
TRX_01397,2025-03-12,11:40,130,S03,CUST_104,2,145,290,Cash
TRX_01398,2025-06-25,12:11,134,S02,CUST_150,4,135,540,Cash
TRX_01399,2025-09-28,11:45,138,S04,CUST_180,1,300,300,Cash
TRX_01400,2025-10-14,22:50,111,S01,CUST_037,1,140,140,Cash
TRX_01401,2024-11-29,17:15,105,S04,CUST_041,4,65,260,Cash
TRX_01402,2025-01-14,18:23,121,S04,CUST_038,5,85,425,Visa
TRX_01403,2025-08-13,12:29,111,S04,CUST_117,5,140,700,Visa
TRX_01404,2025-04-17,9:12,136,S05,CUST_163,2,280,560,Cash
TRX_01405,2025-11-12,22:58,109,S02,CUST_036,2,95,190,Cash
TRX_01406,2025-02-16,19:59,112,S04,CUST_025,2,56,112,Cash
TRX_01407,2025-04-21,12:27,108,S05,CUST_008,3,110,330,Cash
TRX_01408,2025-07-17,9:06,131,S01,CUST_027,5,85,425,Visa
TRX_01409,2025-02-25,11:50,118,S03,CUST_049,5,40,200,Cash
TRX_01410,2025-01-25,10:57,109,S03,CUST_007,5,95,475,Cash
TRX_01411,2025-09-26,18:20,127,S01,CUST_165,4,95,380,Cash
TRX_01412,2025-03-24,21:07,137,S05,CUST_013,3,320,960,Cash
TRX_01413,2025-03-28,20:26,102,S01,CUST_111,1,55,55,Visa
TRX_01414,2025-03-19,10:30,144,S01,CUST_198,4,25,100,Cash
TRX_01415,2025-07-08,11:13,131,S01,CUST_017,1,85,85,App
TRX_01416,2025-02-26,15:23,119,S01,CUST_003,4,25,100,Cash
TRX_01417,2025-10-16,14:17,135,S04,CUST_046,2,95,190,Cash
TRX_01418,2024-12-13,20:36,132,S04,CUST_149,2,20,40,Cash
TRX_01419,2025-01-22,22:29,145,S04,CUST_181,2,50,100,Cash
TRX_01420,2025-05-21,12:56,122,S01,CUST_085,2,450,900,Cash
TRX_01421,2025-10-19,18:57,142,S04,CUST_093,2,210,420,Cash
TRX_01422,2025-03-24,10:26,135,S02,CUST_159,5,95,475,Visa
TRX_01423,2025-03-17,18:30,140,S02,CUST_156,4,175,700,Visa
TRX_01424,2024-12-04,20:27,119,S02,CUST_056,3,25,75,Visa
TRX_01425,2025-04-02,14:27,140,S03,CUST_189,2,175,350,Cash
TRX_01426,2025-02-11,23:36,144,S04,CUST_188,5,25,125,Visa
TRX_01427,2024-12-19,9:30,131,S05,CUST_163,4,85,340,Visa
TRX_01428,2024-12-14,15:33,131,S01,CUST_147,5,85,425,Cash
TRX_01429,2025-07-16,16:15,103,S03,CUST_173,1,38,38,Cash
TRX_01430,2025-11-16,20:26,125,S04,CUST_122,1,550,550,App
TRX_01431,2025-05-29,13:15,125,S03,CUST_157,2,550,1100,Cash
TRX_01432,2024-12-05,16:42,123,S03,CUST_009,1,620,620,Cash
TRX_01433,2025-09-15,20:37,135,S01,CUST_054,4,95,380,Cash
TRX_01434,2025-07-22,21:08,123,S03,CUST_104,4,620,2480,Visa
TRX_01435,2025-03-01,21:55,130,S03,CUST_112,4,145,580,Cash
TRX_01436,2025-11-22,19:00,107,S05,CUST_085,4,28,112,Visa
TRX_01437,2025-06-12,23:44,127,S01,CUST_031,1,95,95,Cash
TRX_01438,2025-04-27,15:48,102,S04,CUST_172,1,55,55,Cash
TRX_01439,2025-08-31,18:50,133,S05,CUST_007,5,450,2250,Cash
TRX_01440,2025-10-10,23:21,106,S03,CUST_090,1,32,32,Visa
TRX_01441,2025-08-17,23:43,136,S01,CUST_015,1,280,280,Cash
TRX_01442,2025-01-22,15:23,103,S04,CUST_064,1,38,38,Cash
TRX_01443,2025-06-02,14:11,129,S04,CUST_131,1,220,220,Cash
TRX_01444,2025-09-10,20:49,133,S04,CUST_113,1,450,450,Cash
TRX_01445,2025-03-29,17:07,118,S02,CUST_038,3,40,120,Cash
TRX_01446,2025-11-21,12:48,112,S03,CUST_034,5,56,280,Visa
TRX_01447,2025-05-10,14:57,122,S03,CUST_109,2,450,900,Cash
TRX_01448,2025-04-17,9:04,144,S05,CUST_146,4,25,100,Cash
TRX_01449,2025-08-02,17:33,132,S03,CUST_033,4,20,80,Visa
TRX_01450,2025-11-25,17:43,124,S01,CUST_119,4,480,1920,Visa
TRX_01451,2025-07-16,18:23,115,S05,CUST_146,3,180,540,Visa
TRX_01452,2025-03-03,23:56,134,S02,CUST_154,1,135,135,Cash
TRX_01453,2025-06-15,23:11,134,S01,CUST_013,1,135,135,Cash
TRX_01454,2025-01-21,11:17,108,S04,CUST_164,1,110,110,Cash
TRX_01455,2025-08-08,11:55,142,S03,CUST_160,2,210,420,Cash
TRX_01456,2025-04-26,15:43,108,S05,CUST_005,1,110,110,Cash
TRX_01457,2025-07-27,14:26,108,S02,CUST_030,2,110,220,Cash
TRX_01458,2025-04-25,12:04,143,S05,CUST_066,1,350,350,Cash
TRX_01459,2025-08-20,19:21,134,S03,CUST_011,2,135,270,Cash
TRX_01460,2025-10-28,19:50,128,S04,CUST_025,3,110,330,Cash
TRX_01461,2025-11-02,20:33,143,S02,CUST_081,5,350,1750,Visa
TRX_01462,2025-07-19,13:36,106,S01,CUST_007,4,32,128,Cash
TRX_01463,2025-02-22,21:16,112,S04,CUST_028,3,56,168,Cash
TRX_01464,2025-04-23,21:54,123,S01,CUST_197,3,620,1860,Cash
TRX_01465,2025-04-21,16:10,117,S05,CUST_166,3,48,144,Cash
TRX_01466,2025-11-26,17:18,111,S04,CUST_062,2,140,280,Cash
TRX_01467,2025-11-24,20:57,118,S01,CUST_182,2,40,80,Cash
TRX_01468,2025-02-17,12:07,133,S03,CUST_150,2,450,900,Cash
TRX_01469,2025-09-17,11:28,136,S05,CUST_139,3,280,840,Cash
TRX_01470,2025-03-12,17:45,127,S02,CUST_064,2,95,190,Cash
TRX_01471,2025-05-22,11:23,140,S04,CUST_108,3,175,525,Cash
TRX_01472,2025-08-27,13:07,133,S05,CUST_132,2,450,900,App
TRX_01473,2025-08-09,21:09,101,S02,CUST_032,4,45,180,App
TRX_01474,2025-02-14,9:47,107,S05,CUST_018,3,28,84,Cash
TRX_01475,2025-05-15,19:45,139,S02,CUST_167,5,160,800,Cash
TRX_01476,2025-09-16,19:09,114,S02,CUST_169,3,220,660,Visa
TRX_01477,2025-05-19,20:07,131,S05,CUST_151,4,85,340,Visa
TRX_01478,2025-02-06,19:35,132,S03,CUST_086,1,20,20,Cash
TRX_01479,2025-06-20,18:53,117,S04,CUST_182,1,48,48,Cash
TRX_01480,2025-01-13,14:03,116,S03,CUST_171,3,650,1950,Cash
TRX_01481,2025-09-21,17:14,125,S04,CUST_045,2,550,1100,Visa
TRX_01482,2025-03-07,9:05,138,S05,CUST_190,3,300,900,Cash
TRX_01483,2025-11-08,19:05,114,S04,CUST_189,4,220,880,App
TRX_01484,2025-03-06,16:20,105,S02,CUST_139,4,65,260,Cash
TRX_01485,2024-12-25,23:42,118,S05,CUST_110,5,40,200,Cash
TRX_01486,2025-07-03,14:24,116,S01,CUST_054,2,650,1300,Cash
TRX_01487,2025-05-22,14:19,142,S05,CUST_195,3,210,630,App
TRX_01488,2025-01-10,12:46,113,S03,CUST_129,5,72,360,Visa
TRX_01489,2025-07-11,13:10,101,S05,CUST_089,4,45,180,Visa
TRX_01490,2025-06-27,11:53,108,S02,CUST_003,4,110,440,Cash
TRX_01491,2025-02-08,12:19,106,S05,CUST_194,1,32,32,Cash
TRX_01492,2025-05-17,10:59,102,S04,CUST_173,5,55,275,App
TRX_01493,2025-01-11,9:26,143,S03,CUST_155,4,350,1400,Cash
TRX_01494,2025-06-27,11:35,139,S04,CUST_015,3,160,480,Cash
TRX_01495,2025-02-05,12:11,145,S05,CUST_065,5,50,250,Visa
TRX_01496,2025-09-06,16:02,137,S03,CUST_016,3,320,960,Visa
TRX_01497,2025-09-22,13:31,111,S02,CUST_186,3,140,420,Cash
TRX_01498,2025-03-21,9:50,131,S03,CUST_179,4,85,340,Cash
TRX_01499,2025-04-29,19:53,118,S05,CUST_013,3,40,120,Cash
TRX_01500,2025-10-27,19:57,137,S02,CUST_054,1,320,320,Cash
TRX_01501,2025-08-05,23:44,117,S03,CUST_149,2,48,96,Cash
TRX_01502,2025-01-27,21:17,111,S04,CUST_088,1,140,140,Cash
TRX_01503,2025-09-29,20:23,135,S04,CUST_197,1,95,95,Cash
TRX_01504,2025-07-08,22:16,141,S05,CUST_166,5,95,475,Cash
TRX_01505,2025-11-17,22:07,131,S05,CUST_047,4,85,340,Cash
TRX_01506,2024-12-05,22:16,136,S02,CUST_046,5,280,1400,Cash
TRX_01507,2025-02-09,14:29,110,S02,CUST_054,1,105,105,Visa
TRX_01508,2025-05-28,11:03,136,S02,CUST_037,2,280,560,Cash
TRX_01509,2025-10-18,23:22,128,S05,CUST_090,4,110,440,Cash
TRX_01510,2025-08-25,19:59,106,S02,CUST_093,3,32,96,Cash
TRX_01511,2025-10-14,11:48,103,S05,CUST_173,2,38,76,Cash
TRX_01512,2025-09-01,14:55,104,S05,CUST_109,2,42,84,Cash
TRX_01513,2025-04-14,19:44,137,S02,CUST_180,3,320,960,Cash
TRX_01514,2025-08-27,18:22,122,S03,CUST_178,1,450,450,Visa
TRX_01515,2025-02-05,17:18,113,S01,CUST_030,1,72,72,Cash
TRX_01516,2025-06-25,14:58,133,S02,CUST_116,4,450,1800,App
TRX_01517,2025-03-18,11:32,139,S01,CUST_078,1,160,160,Cash
TRX_01518,2025-09-09,18:44,122,S03,CUST_138,2,450,900,Visa
TRX_01519,2025-08-26,20:35,119,S02,CUST_057,5,25,125,Visa
TRX_01520,2025-06-28,16:58,104,S01,CUST_094,1,42,42,Cash
TRX_01521,2024-12-05,16:22,105,S01,CUST_004,2,65,130,Cash
TRX_01522,2025-02-06,22:28,143,S03,CUST_186,3,350,1050,Visa
TRX_01523,2025-08-21,21:21,108,S05,CUST_052,5,110,550,Cash
TRX_01524,2024-12-11,20:52,114,S02,CUST_183,3,220,660,Cash
TRX_01525,2025-11-17,11:44,134,S02,CUST_069,2,135,270,Cash
TRX_01526,2025-03-14,11:05,129,S02,CUST_013,2,220,440,Cash
TRX_01527,2025-01-05,9:49,124,S04,CUST_001,1,480,480,Cash
TRX_01528,2024-12-18,12:06,133,S01,CUST_175,4,450,1800,Cash
TRX_01529,2025-09-26,9:30,116,S02,CUST_142,5,650,3250,Cash
TRX_01530,2024-12-19,10:19,107,S04,CUST_178,3,28,84,Cash
TRX_01531,2025-01-29,23:38,139,S02,CUST_199,1,160,160,Cash
TRX_01532,2025-03-01,19:22,127,S03,CUST_030,2,95,190,Cash
TRX_01533,2025-04-18,18:22,107,S01,CUST_026,2,28,56,Cash
TRX_01534,2025-10-06,12:32,122,S02,CUST_062,5,450,2250,Cash
TRX_01535,2025-09-19,21:00,118,S03,CUST_061,1,40,40,Cash
TRX_01536,2025-04-20,11:57,106,S03,CUST_064,2,32,64,Visa
TRX_01537,2025-01-16,23:13,138,S05,CUST_090,1,300,300,App
TRX_01538,2025-06-02,20:37,122,S04,CUST_060,4,450,1800,Cash
TRX_01539,2025-02-27,22:22,112,S05,CUST_065,1,56,56,App
TRX_01540,2025-03-16,17:14,133,S03,CUST_014,4,450,1800,Cash
TRX_01541,2025-01-29,16:07,136,S05,CUST_023,3,280,840,Cash
TRX_01542,2025-05-30,20:18,127,S01,CUST_055,4,95,380,Cash
TRX_01543,2025-01-08,14:31,116,S05,CUST_023,1,650,650,Cash
TRX_01544,2025-07-18,18:47,143,S03,CUST_074,3,350,1050,Cash
TRX_01545,2025-03-22,17:26,130,S04,CUST_194,4,145,580,Cash
TRX_01546,2025-03-03,22:04,109,S03,CUST_095,4,95,380,Visa
TRX_01547,2025-11-09,14:11,119,S04,CUST_010,4,25,100,Cash
TRX_01548,2025-11-06,10:25,103,S05,CUST_169,4,38,152,Cash
TRX_01549,2025-01-27,11:25,125,S05,CUST_057,1,550,550,Cash
TRX_01550,2025-01-18,20:59,145,S04,CUST_038,5,50,250,Visa
TRX_01551,2024-12-30,14:12,106,S02,CUST_162,2,32,64,Cash
TRX_01552,2025-06-21,10:14,111,S04,CUST_090,5,140,700,Visa
TRX_01553,2025-04-18,21:45,104,S01,CUST_041,4,42,168,Visa
TRX_01554,2025-04-15,21:50,142,S03,CUST_154,5,210,1050,Visa
TRX_01555,2025-05-28,16:42,134,S02,CUST_060,4,135,540,Cash
TRX_01556,2025-08-02,17:17,124,S05,CUST_163,4,480,1920,Cash
TRX_01557,2025-01-21,10:16,139,S04,CUST_014,4,160,640,Cash
TRX_01558,2025-10-14,11:01,145,S03,CUST_149,2,50,100,Cash
TRX_01559,2024-12-31,16:43,132,S01,CUST_178,1,20,20,Cash
TRX_01560,2025-06-10,18:43,120,S03,CUST_046,2,90,180,Cash
TRX_01561,2025-10-11,18:06,142,S05,CUST_120,3,210,630,Visa
TRX_01562,2025-08-06,21:29,123,S02,CUST_148,5,620,3100,Cash
TRX_01563,2025-08-05,17:16,115,S04,CUST_093,4,180,720,Cash
TRX_01564,2025-09-02,9:48,102,S02,CUST_171,5,55,275,Cash
TRX_01565,2025-01-26,15:28,114,S04,CUST_020,4,220,880,Cash
TRX_01566,2025-07-11,16:02,118,S03,CUST_145,4,40,160,Cash
TRX_01567,2025-10-30,22:49,104,S05,CUST_177,5,42,210,Cash
TRX_01568,2025-08-05,15:08,143,S04,CUST_156,2,350,700,Cash
TRX_01569,2025-08-03,21:07,113,S02,CUST_090,4,72,288,Cash
TRX_01570,2025-10-30,17:43,141,S01,CUST_005,4,95,380,Cash
TRX_01571,2025-07-28,17:54,139,S01,CUST_079,4,160,640,Cash
TRX_01572,2025-06-15,13:31,127,S04,CUST_183,1,95,95,Cash
TRX_01573,2025-10-08,19:22,128,S03,CUST_177,4,110,440,Visa
TRX_01574,2025-05-10,9:01,104,S02,CUST_095,3,42,126,Cash
TRX_01575,2025-06-02,14:51,135,S02,CUST_159,2,95,190,Visa
TRX_01576,2025-10-13,14:24,130,S03,CUST_070,1,145,145,Cash
TRX_01577,2025-05-28,15:22,121,S01,CUST_118,3,85,255,Cash
TRX_01578,2025-04-02,12:41,129,S05,CUST_107,2,220,440,Cash
TRX_01579,2025-11-14,10:55,119,S03,CUST_009,1,25,25,Cash
TRX_01580,2025-02-21,9:34,126,S01,CUST_168,3,390,1170,Cash
TRX_01581,2025-10-29,22:27,124,S01,CUST_200,4,480,1920,Cash
TRX_01582,2025-04-12,9:44,143,S03,CUST_055,4,350,1400,Cash
TRX_01583,2025-05-08,15:36,126,S05,CUST_107,1,390,390,Cash
TRX_01584,2025-01-16,21:31,129,S05,CUST_009,5,220,1100,Cash
TRX_01585,2025-05-18,16:32,143,S05,CUST_139,2,350,700,Visa
TRX_01586,2025-02-20,18:19,129,S02,CUST_168,3,220,660,Cash
TRX_01587,2025-03-10,16:40,106,S04,CUST_144,4,32,128,Visa
TRX_01588,2025-08-28,12:18,133,S04,CUST_032,1,450,450,Cash
